UC San Diego (UCSD)	https://ucsdim.com/2023/11/29/2023-fellowship-match-day/    Cards (5): UCSD, Kaiser-LA, UTSW, Baylor, Cook County  GI (7): UCSD, UCLA, UC Davis x2, UC Irvine, Utah, Kaiser-SF  Geriatrics (2): UCSD, Stanford  Heme/Onc (1): UCSF  Palliative (1): UCSD  Pulm/Crit (4): UCSD x2, UPMC, Utah	Cards (6): UCSD x3, UCLA, UTSW, Utah  Endo (4): UCSD x2, UCLA x2  GI (6): UCSD x2, UC Irvine, Arizona, UVA, Scripps  Geri (1): UCSF  Heme/Onc (4): UCSD x3, Colorado  ID (2): UCSD, MGH  Nephro (2): UCSD, UPMC  Palliative (1): Kaiser LA  Pulm/Crit (4): UCSD x2, UC Davis, UPMC  Rheum (1): Cedars-Sinai	https://ucsdim.com/2021/12/01/ucsd-im-fellowship-match-2021/  Cards (10): UCSD x 3, CPMC, Scripps, UCSF, UColorado, UCLA, UMich, UArizona  GI (4): UCSD, Cedars, UArizona, Cincinnati  Pulm/Crit (5): UCSD x 3, UC Davis, Vandy  H/O (3): UCSD, Baylor, Scripps  ID (2): UCSD x 2  ID/CC (1): NIH  Nephro (1): UWash  Endo (1): Stanford	Cards: UCSD x2  Endo: USC, Stanford  Epidemic Intelligence Service (CDC): Ohio Dept of Public Health  GI: Baylor, Mayo AZ  Geriatrics: UCSD, UMass  Hem/Onc: UCSD x3, Scripps x2  ID: UCSD  Neph: UCSF, UCSD  Palliative: UCSD  Pulm/CC: UCSDx5
UCSF	Addiction (2): UCSF  Cards (6): USCF (3), Cedars Sinai, Stanford, UW  Heme/Onc (6): UCSF (2), DFCI, Penn, Stanford, UW  Geri: UCSF  GI (8): UCSF (3), BWH, Duke, Kaiser SF, UChicago, UCLA   Pall Care (4): UCSF (2), MGH, Stanford  PCCM (7): UCSF (4), UCLA (2), Stanford  Rheum: UCSF	Allergy (1): MGH  Addiction (2): UCSF  Cards (6): Kaiser SF x2, UCSD, UCSF x2, BWH  Geriatrics (1): Mt Sinai  GI (6): UCSF x4, Kaiser SF x2  Heme/Onc (9): UCSF x4, Stanford, MSK, Hopkins, Northwestern, UCLA  Hospitalist (1): UCSF  ID (4): UCSF x4  Informatics (1): TBD  Palliative (2): Stanford, UCSF  Pulm/CC (7): Stanford, UCSF x3, UCLA, U Washington, U Penn  Rheum (2): U Washington, Stanford	GI: UCSF (4), UW, UNC, UC Davis   Nephrology: UW   Rheum: Hopkins   Cardiology: UCSF (4), Northwestern, UTSW, BIDMC, Duke, CCF, Penn   Heme/Onc: UCSF (3), Utah, MSK, Stanford   Epidemic Intelligence Service: CDC   Pulm/CC: Stanford, Columbia, UCSF (3), UW   ID: UCSF (2)   Addiction: UCSF, BMC   Endocrine: UCSF   Palliative: Mt. Sinai   Health Professions Education: UCSF   Adolescent Medicine: UCSF	Addiction (4): UCSF x3, MGH   Palliative Care (1): UCSF   GI (5): UCSF x2, NYU, Mt Sinai, Kaiser SF   Heme/Onc (7): UCSF x4, Stanford, DFCI, Yale   Pulm/CC (7): UCSF x4, Stanford, UW, Colorado   Cardiology (15): UCSF x3, Stanford x2, Cedars x2, UW x2, MGH,   Cleveland Clinic, UCSD, Vanderbilt, Kaiser SF, Thomas Jefferson   Rheum (3): UCSF x3   ID (7): UCSF x3, MGH/BWH x2, UCLA x2   Geri (1): UCSF   Nephrology (1): UCSF   National Clinical Scholars (2): UCSF x2  https://medicine.ucsf.edu/education/fellowships/fellowship-match-2020
UCSF Fresno				
UC Riverside/St. Bernardine				
UHS So Cal				
USC	A/I (1): NYU  Cards (6): CPMC, Stanford, Kaiser SF, Kaiser LA, USC (2), UKentucky  Endo (3): Cedars-Sinai, UCLA, USC  GI (7): Loyola, MUSC, OHSU, Scripps, USC, UCSF, UC Riverside (2)  Heme/Onc (10): Cedars-Sinai, Duke, Scripps, OSU, UCI (2), UCLA, USC, UCSD (2)  ID (3): Baylor, USC, UCLA  Neph (1): USC  Palliative (2): Stanford, UCLA  Pulm/CC: (7): Arrowhead, JHH, Kaiser Oakland, NYU, Stanford, UCI, Wayne State  Rheum (1): USC	A/I (2): UCLA, VA Greater LA Health  Cards (4): Harbor-UCLA, UC Davis, UC Irvine, UC Riverside  Endo (1): UCLA  GI (9): USC, BU, Emory, Kaiser LA, Mt. Sinai, Tufts, UC Irvine, UCLA, Westchester  Heme/Onc (4): USC x2, UC Irvine, City of Hope  ID (2): Cornell, WashU  Nephro (1): UPenn (med/peds)  Pulm/CC (4): USC, UC Davis, Kaiser Oakland x2  Rheum (2); USC x2	A/I (1): UCSD  Cards (12): CCF, Northwell NS/LIJ, Kaiser LA, Washington, Harbor UCLA (2), USC, UCSF-Fresno, CPMC, UC Davis,   UC Irvine, Honor Health AZ  Endo (3): USC (2), UC Irvine  GI (10): USC (2), Mount Sinai Beth Israel, Aurora Health WI, Mayo, UC Riverside, Stanford, UCLA (2), Kaiser LA  Heme/Onc (7): USC, UCSD, JHU, Cedars Sinai, UC Irvine, UNC, Harbor UCLA  ID (1): MGH  Nephro (2): UCLA, UCSF  Pulm/Crit (7): USC (2), Miami/Jackson, Kaiser Oakland, UCSF Fresno, MCW, UCSF  Rheum (1): UCSF	A/I (1): UCSF  Cardiology (7): Hawaii, CA Pacific, UC Davis, Riverside Community, UC Riverside, UCLA Harbor, Kaiser LA   Endocrine (3): USC, Cedars-Sinai, UCLA Harbor   GI (10): USC (2), Sripps, U Washington, Brigham and Women's, Mount Sinai, UNC, Creighton, Mayo AZ, Albany   Heme/Onc (6): USC (4), UCSD, Tufts   ID (4): USC, UCLA, Mount Sinai, Colorado   Nephrology (2): UCSF, Kaiser LA   PCCSM (3): USC, UC Irvine, UC Davis   Sleep (1): Hennepin County
HCA HealthONE				
Parkview				
Saint Joseph				
U Colorado	Addiction (2): Stanford, Rush  Cards (8): Colorado x3, Michigan, Minnesota, UT austin, OHSU, Virginia Tech  Endo (2): Colorado, UCSF  GI (4): Ohio State, Stanford, Colorado x2  Geriatrics (2) Colorado x2  Heme/Onc (3): Colorado x2, Utah  Palliative (2): Colorado, UChicago  ID: Colorado  Nephro (5): Colorado x2, UW x2, WashU  PCC (7): Ohio State, Temple, UCSD, Colorado x2, UW, Vanderbilt  Rheum (2): UCSF, Colorado  Tox: Colorado	Pulm/Crit (5): Colorado, MGH, UCSD   GI (3): Colorado   Pall Care (1): Colorado   Heme/Onc (4): Colorado, UCSF, Yale, Larkin Hospital   Cards (8): Colorado, Indiana, Wisconsin, Kentucky, UT Austin, Minnesota, Northwestern   Rheum (2): UCLA, Nebraska   ID (1): OHSU   Endo (1): Colorado	Did anyone message them per their insta story?	Sleep: Beth Israel Deaconess
Bridgeport Yale				
Danbury				
Greenwich Yale				
Griffin				
Norwalk Yale				
Quinnipiac U St. Vincent's				
St. Mary's Waterbury				
Stamford Columbia				
UConn	Cards (9): UConn x2, LSU, VCU, Danbury, Geisinger x2, Albany, Westchester  GI (7): Yale, Yale Bridgeport, SLU, UT Galveston, Rochester x2, Florida  Heme/Onc (1): Miami-Jackson  ID (2): NYU, Brown  Neph (3): UConn, JHU x2  Pulm/Crit (7): UConn x2, Mt Sinai MSW, USC, MUSC, NYU, Rutgers  Rheum (2): UConn x2		https://health.uconn.edu/graduate-medical-education/internal-medicine-residency-program/alumni/	
UConn New Britain				
Yale	A&I: UCSF  Cards (15): Yale (6), Brown, Cleveland Clinic, Columbia, Cornell, Loma Linda, Michigan, NYU, UCSF (2)  GI (5): Yale, BWH/MGH, Brown, MSK, Penn  Heme/Onc (7): Yale (2), DFCI, MSK (2), NIH, NYU  PCCM (3): Yale, OSU, Pitt  Nephrology: Yale, BWH/MGH  Rheum (5): Yale, Hopkins (2), NIH, Stanford	A&I: Yale  Cards (14): Yale (4), BWH, Cedars-Sinai, Columbia, Dartmouth, Duke, NYU, Penn (2), Tufts, UMass  Endocrine: Yale  Geriatrics: Yale  GI (12): Yale (5), BIDMC, BWH, Mayo, Mayo-Jacksonville, NYP-Brooklyn, Stanford, Yale-Bridgeport  Heme-Onc (9): Yale (2), Columbia, Hopkins, MDA, MSK, Penn, UCSF, Umass  Nephrology (2): Yale, Columbia  Palliative: Penn  PCCM (5): Yale (CC only), NYU, Penn, Vanderbilt, Stanford  Rheum: Penn	Cardiology (11): Yale (4), BWH (2), Hopkins, Cedars Sinai, Mt. Sinai, Dartmouth, Umass  GI (5): Yale (3), Penn (2)   Heme-Onc (7): Yale (2), MD Anderson, Hopkins, BIDMC, NYU, Colorado  PCCSM (4): Yale, NYU, BMC, LSU   ID: BMC  Endo: Yale  Rheum: Yale  Palliative Care (2): UW (2)	A&I (1): NIH  Cardiology (11): MGH, UPenn, UCLA, Yale (3), Stanford, Brown (2), Stony Brook, UMass  GI (5): USC, Yale, UW, Dartmouth, JHH  Heme-Onc (6): MSK (2), Yale (3), UTSW  ID (6): Yale (3), UNC (2), Northwestern  PCCSM (9): Stanford, Yale (3), BWH, JHH, Pittsburgh, UPenn, UCLA  Nephro (1): Yale  Palliative Care (1): UT Austin
Yale Primary Care				
Yale Waterbury				
Bayhealth				
SKMC at Thomas Jefferson U Christiana				
George Washington	Cards (6): GW x2, Georgetown, Scripps Clinic, Rush, Orlando Health  GI (5): GW, Allegheny, Penn State, Temple, Rochester  Heme/Onc (5): GW, UMiami, USC, Lankenau, Geisinger  Pulm/Crit (4): Georgetown, NYU, Dartmouth, USF  Endocrine (1): Mt Sinai  Rheum (1): Montefiore	A/I (1): Northwestern   Cards (8): Kansas, Mount Sinai-MSW, UPMC Harrisburg, Rutgers, UT Houston, UCLA, UT Southwestern, GWU   GI (3): GWU x2, Mount Sinai-MSW   Geriatrics (1): GWU   Heme/Onc (5): Vanderbilt, GWU, NIH, Tufts, Georgetown   ID (4): Tufts x2, Baylor, UT Houston   Nephro (1): Mount Sinai   Palliative (1): Emory   Rheum (3): GWU, Northwestern, Brown		Cards (4): Tufts, GW, Temple, Rutgers  Endo (1): Vandy  GI (7): GWx2, Lenox Hill, Mt Sinai, Einstein, UNNLV, Loyola  Heme/Onc (4): GW, Rush, U Maryland, UCLA-Olive View  Nephro (1): MGH  Pulm/Crit (3): Loyola, Baylor, GW  Rheum (1): GW  Geriatrics (1): GW  Allergie (1): USC  Med Ed (1): GW
Howard				
MedStar Georgetown U	A/I (3): Hopkins x2, Northwestern  Cards (2): Georgetown, Creighton-AZ  Cardiology-Crit Care (1): NIH  GI (6): Georgetown x2, VCU, MUSC, Jefferson, Vermont  Heme/Onc (5): Michigan, Hopkins, MUSC, Rochester, Inova Fairfax  ID (2): Georgetown x2  Endo (1): Georgetown  Pulm/Crit (1): Georgetown  Rheum (1): Cornell/HSS  Nephro (1): Duke	A/I (1): NIH  Cardiology (4): Georgetown x2, USF, ETSU, Inova Fairfax  GI (4): Georgetown x2, Wake Forest, Henry Ford  Heme/Onc (3): Georgetown, USC, City of Hope  ID (2): Pitt (ID/CC), BIDMC  Palliative (1): MSK  Pulm/Crit (2): Georgetown, Mount Sinai  Rheum (2): Georgetown, UVA  Endo (1): UPenn	A/I (1): UW  Cardiology (7): Pittsburgh, UChicago, Georgetown, Mayo, Jefferson, NIH (Cards/CC), Minnesota  GI (4): Georgetown, Maryland, Henry Ford, Georgetown  Heme/Onc (4): Tennessee, Georgetown, UCSD, City of Hope  ID (1): Pittsburgh  Palliative (2): Washington Hospital Center, UTSW  Pulm/Crit (1): Georgetown  Rheum (2): Cornell, NYU Long Island	Cards (5): Georgetown, Cooper, Stonybrook, Maine, Miami  Endo (2): Mayo, Penn  GI (6): Georgetown x2, Rush, Penn State, Lankenau, Einstein  Heme/Onc (3): Georgetown x2, Miami  Palliateive: Hosptial center  PCC (4): Georgetown x2, Cedars Sinai, Maryland  Rhem: Georgetown <------------------------------------------------------------  ù
MedStar Washington Hospital Ctr	Cardiology (6) - Stony Brook x2, University of Oklahoma, U. Conn, Allegheny, NYP-Queens  PCCM (7) - Temple, NYU, Mayo Rochester x2, Henry Ford, MWHC, University of Oklahoma  GI (3) - Georgetown, Geisinger, Charleston Medical Center  Rheum (2) - Georgetown, MWHC,   H/O (2) - Duke, Georgetown  Endo (2) - NIH, Georgetown	Cardiology (8) - Temple, Inova Fairfax, GW, OHSU, Albert Einstein, Westchester, Allegheny, Mercy One North Iowa  PCCM (3) - GW, University of Louisville, NIH  GI (2) - CCF - Florida, Loyola University,   Rheum (3) - UPMC, Georgetown, MWHC  H/O (2) - Allegheny, ECU  Nephro (1) - Yale   ID (2) - Stanford, UCSD  A/I (1) - Rutgers	https://www.medstarhealth.org/-/media/project/mho/medstar/education/internal-medicine-washington-dc/activity-of-graduates-2018-2023-pdf.pdf	
AdventHealth Florida (Tampa)	n/a			
AdventHealth Orlando				
AdventHealth Sebring				
Baptist Health				
Broward				
Broward North				
Cleveland Clinic FL				
Florida Atlantic U				
Florida International U				
FSU Cape Coral				
FSU Sarasota				
FSU Tallahassee				
HCA Aventura				
HCA JFK U Miami				
HCA Kendall				
HCA Mercer Orange Park				
HCA USF Bayonet Point				
HCA USF Blake				
HCA USF Brandon				
HCA USF Citrus				
HCA USF Largo		GI (2) - Largo  Rheum (1) - Largo  Cardiology (5) - Largo, Northside, Bayonet Point, Citrus Memorial  Pulm/Crit (1) - Largo		
HCA Lawnwood				
HCA USF Trinity				
HCA USF Northside	Cards (1) - Northside GI (1) - Largo			
HCA USF Oak Hill				
HCA Westside-Northwest				
Lakeland Regional	N/A			
Larkin				
Larkin Palm Springs				
Manatee				
Mayo Jacksonville	A/I (1): UTMB  Cards (2): Mayo F, CMSRU  GI (4): Cedar Sinai, Baylor, Mayo F x2  Heme/Onc (3): UAB, Wake Forest, Univ of Rochester  Pulm/Crit (2): Mayo F x2			
Memorial Healthcare				
Mount Sinai Florida				
NCH Healthcare				
Orlando Health				
Palmetto				
UCF HCA Gainesville				
UCF HCA Greater Orlando				
UCF HCA Ocala				
UCF HCA Pensacola				
U Florida		Cards (10): UAB, UF x5, UF-JAX , Minnesota, OSU, VCU  GI (4): UF x3, Larkin  Hem/Onc (3): UF x2, Hopkins  ID (1): Yale   Palliative (1); Brown  Pulm/CC (1): UF  Sleep (3): UF, UCLA, Emory	Cards (8): UF x2, Baylor, Largo Medical Center, Maine, Tulane, UT Houston, Wake Forest  GI (7): UF, CMC, Emory, Mayo Rochester, MUSC, UNC, Arkansas  Heme/Onc (5): UF x2, MD Anderson, Thomas Jefferson, UT Houston  Pulm/Crit: VCU  Sleep: UF  A/I: USF  Geriatrics: UF	Cardiology (6): UFx3, Florida Atlantic University, Beaumont Hospital, Orlando Health; GI (4): UF, Indiana University, Houston Methodist, Methodist Dallas; Heme/onco (2): UF, Orlando Health; Pulm/Crit (5): UFx4, UAB
U Florida Pensacola				
U Florida Jacksonville				
U Miami Holy Cross				
