Abrazo Health	0	0	0	CERNER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creighton U Phoenix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dignity Health East Valley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HonorHealth	0	0	0	EPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mayo AZ	Never, not even on ICU	4+4	1 main hospital, clinics at a different site, VA	EPIC	Orientation 6/26/2023	0	0	Midlevels on most consult services and in ICU. Also PA "fellows" who sometimes rotate through on the resident teaching teams	Excellent	One senior, two interns	6	Drip system until 3 most days, one team gets "late" admission 3-5 PM everyday. Max 2 admissions per team daily	12-hour shifts, days only	Yes	0	Allowed but hard to set up	Late team stays until 7 PM, others can leave after 4. Signout in-person to late team senior	Daily morning and noon report. Ambulatory and subspecialties have their own didactics.	0	4	Yes but small	Lunch daily at conferences + generous $ loads onto card + 20% discount for residents	0	0
Midwestern U Canyon Vista	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midwestern U Mountain Vista	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midwestern U Verde Valley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Health Education Services/Northwest Healthcare (Tucson) Program NEW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U Arizona Phoenix	no	4+4	2- main hospital and VA	CERNER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes, small	0	0	0
U Arizona Tucson	no	4+1	3 (BUMCT, BUMCS, & VA). some have TMC clinic	EPIC	July 1	NO_VISAS	0	Have specific roles on CCU and MICU teams (Residents do not report to them and function as a patient adjunct)	0	2 interns, 1 senior, 1 attending on wards. 2 interns, 2 seniors, 1 fellow, 1 attending on ICU	8 at BUMC, 9 at VA	5-0-3 admit system + 2 overnights. 5 days are long days (last admit at 5pm, must stay til 7). 3 days alternate long & short. Short days: last admit at 2pm. Repeat q3 days, code team q6 days.    Recently combined the south campus program and main campus program. South campus is a drip system until team cap, admit until up to 5pm	6a-6p; night float system	Y	0	Y	No, can leave once all the work is done (senior dependant)	noon conference M,T,W,F. Academic half day on Thursday (1-4pm)	0	4 (2 wk blocks)	yes,its actually pretty good	900$ stipend at BUMC, no stipend at VA	Current resident here: my coresidents are very nice, the chief residents are excellent and care about us, and the attendings like to teach. I am happy to be here.	0
Tucson Hospitals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arkansas COM Mercy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baptist Health UAMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baptist Jonesboro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHI St. Vincent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conway	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St. Bernards Med Ctr	0	0	0	MEDITECH	0	J1	0	0	Excellent (as per residents)	1 intern one senior	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unity White County	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAMS	0	4+1	2 - UAMS, VA	EPIC	0	H1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAMS Northwest (Fayetteville)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
White River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adventist Health White Memorial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alameda Highland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrowhead	0	0	0	EPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
California Pacific	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cedars-Sinai	0-1 28hr calls per year	4+1	1-2 (option to rotate at UCLA harbor for 1 month)	EPIC	0	H1B	0	0	0	0	Wards cap 10, ICU/CCU cap 8	4 day rotation on Wards: Short call (7 am-2 pm), No-call, Long call (2 pm-6 pm), No-call	Alternate short and long call (7 am-3 pm ish on short, 7 am- 7 pm on long)	Yes, but none within first four months of intern year. 4pm-7am on weekdays. 2pm-7am on weekends.	0	Y	Usually 1 person stays to signout, others go home early	Morning report 8-9 am M-F, Noon conference 12-1 M-F, Intern protected morning report Tues 8-9 am	3 months of elective time (NOT including consult time) - Each year or throughout the three years 3 months total? <- I believe total in the three years	4W - Holiday schedule?	No	$500/2months	10k annual housing subsidy --> increased to 12K this year	0
Charles R. Drew U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
College Med Ctr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Community Memorial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desert Valley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenhower	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA Riverside	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA Los Robles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harbor UCLA	0	Traditional <I thought I read that harbor is 4+1?<4+1 on website<- plan to transition to 4+4 per PD <already switched to 4+4 as of last year	1 main hospital but also rotates at Cedars	CERNER	0	0	0	0	this is a safety net county hospital	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Huntington Memorial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaiser Inland Empire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaiser Los Angeles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaiser Oakland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaiser San Francisco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kaiser Santa Clara	0	2+2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPC Health	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loma Linda U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loma Linda U Murrieta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martin Luther King Jr.	0	0	0	CERNER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naval Med Ctr (San Diego)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
North East Medical Services	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olive View UCLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prime West/Centinela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prime West Consortium NEW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prime West/West Anaheim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riverside U Health System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Joaquin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
San Ysidro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Barbara Cottage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Clara Valley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scripps Green	0	4+1	Scripps Green, Scripps Memorial La Jolla, Naval Medical Center	EPIC	0	0	0	yes on ICU and consulting services	0	0	Mercy: 8 Green: 9	long/short/post-call	q3 24-28hr call at ICU PGY2/3 at Mercy (no longer true, no 24hr call at Mercy)	Yes	0	Y, PGY3	Mercy: 7 am start, sign out to call team at 430 earliest	3 hours from 11:15AM-1PM daily, senior board review on AM Fridays	8 weeks during R1	4 weeks, 2 flex days	yes at Green	catered food daily while inpatient	0	0
Scripps Mercy	0	6+1	Scripps Green, Scripps Memorial La Jolla, Naval Medical Center	EPIC	0	0	0	yes on ICU and consulting services	0	0	Mercy: 8 Green: 9	long/short/post-call	q3 24-28hr call at ICU PGY2/3 at Mercy (no longer true, no 24hr call at Mercy)	Yes	0	Y, PGY3	Mercy: 7 am start, sign out to call team at 430 earliest	3 hours from 11:15AM-1PM daily, senior board review on AM Fridays	8 weeks during R1	4 weeks, 2 flex days	yes at Green	catered food daily while inpatient	0	0
Sierra View	Never	Each rotation lasts one month as opposed to a x-week schedule.  Continuity Clinic is traditional	Sierra View Medical Center (Porterville, CA), Kaweah Delta Medical Center (Visalia, CA - 40 min away)	MEDITECH	July 1 start date, Orientation start 2 weeks prior	J1	0	Only involvement are those that consult for admission from ED	Social services, case management, nursing very good, many ancillary departments such as pharmacy, dietary, infection control, who welcome calls from residents to help out and provide assistance/guidance. Little to no scut work.	Inpatient team: 1 attending, 2 seniors, 2 interns, 0-1 med students	10	Early/Mid/Late (7-11/11-3/3-7) for the 3 inpatient floor teams; rotates daily	7 am-7 pm, 6 days a week	Yes, 1 month of 7 pm-7 am nights 6 days a week; plus 1 night coverage shift once every couple months during your electives to cover floor team	0	Yes PGY2 and up	Signout early allowed at 4:30 pm earliest for Early/Mid call teams to the Late call team. Signout is from intern to intern, senior to senior in person.	Morning report from 7:00 am - 7:45 am; Noon conference from 12:15 pm - 1:15 pm M-F	0	15 vacation days & 5 "educational" days to be scheduled only during months not on floors, ICU, or nights. Plus 8 federal holidays	No	$1000 per 6 months cafeteria stipend	Chill program with very supportive and kind GME faculty, low pressure, no gunner atmosphere. Rural area, not much in town. Some limitations with inpatient specialty consultant availability. Cheapest cost of living you'll find in California.	0
St. Agnes Fresno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St. Joseph's Med Ctr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St. Mary Med Ctr (LB)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St. Mary's Hospital and Med Ctr (SF)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stanford	0	Traditional> Switching to x+y in 2024, 4+2 intern year and 4+4 after intern year	2/3 stanford, 1/3 va palo alto and santa clara valley med center	EPIC	0	J1	0	NPs and PAs in ICU and on consulting services	0	0	9 (caps decreasing to 8 next year)	long/short call but no overnight call >> no real 'short call' days @ stanford, either admitting or non-admitting day	6am-6pm days, 6pm-6am night float	yes	0	No? Might need to ask since CA recently changed licensing laws	stay until work is done and sign out to one of the day admit teams (leave as soon as work is done)	daily morning report 9:30-10:30 (intern report once a week), noon conference lectures daily	0	2x 2 week blocks, pgy2+ also get one of thxgiving/xmas/newyears	Gym @ med school, which is next to the hospital	Free food during noon conference, free snacks and coffee during morning report	0	0
Sutter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UC Davis	0	may <-- what does this mean?  4+2 (PGY1)  4+4 (PGY2/3)	3-Main hospital, VA, Kaiser	EPIC	0	J1	0	Limited	0	0	8	q5 wards	12 hour shifts (6am-6pm), no 24 hr call. There is Day team and night team	Yes	0	Yes	If its a light day interns can sign out to senior	Pre-Covid: T-F morning report and grand rounds on Thursday	0	4 weeks vacation	Yes-limited in basement	Food credit at cafeteria, 2-3k annual food stipend	0	0
UC Irvine	3-6 24hr shifts at Long Beach Memorial over course of residency	3+1	UCI main hospital, long beach memorial, VA in long beach	EPIC	0	0	TRUE	s	0	Attending, senior resident, and 2 interns	10	depends on the hospital and wards vs. ICU. Wards schedule rotates between no call, short call 6:30a-5p, long call 5p-8p, no call	6am-6pm	yes	0	y	Usually	Morning report/afternoon at VA	2-3 each year	4	Only at VA	Food provided at noon conferences, Meal vouchers are provided at Long Beach Memorial for those rotating on the MICU service. In addition, each resident receives a meal stipend of $120 a month ($1440 a year) for use at the UC Irvine Douglas Hospital cafeteria.	0	$81,652 (as of July 2020)
UCLA	Yes, only at Olive View (2-4 times in the whole three years in categorical, more in primary care because you spend more time at OV)	4+1 (categorical), 4+2 (primary care)	4- RRMC, Santa Monica (community), Olive-View (county), VA	EPIC	F	J1_H1B	TRUE	NPs work alongside residents on SM hospitalist service, solid oncology service, and possible CCU service by the time you all commence	Nurses at UCLA RR are A1, very knowledgable and team working environment.	0	Wards: 10  Unit: 8	Short/medium/long call	Shift starts 6AM and can sign out by 4PM	Yes	0	Some oportunities for internal moonlighting, pretty rare. External moonlight must be approved by PD	On wards interns are expected to signout in person for PM signout. As for AM signout it is okay to do phone signout especially if running a little late. However Unit rotations always in person	Morning report and noon conference at the VA basically everyday and noon conferences only at all other sites	~2 weeks first year	4(Can only take them in 2 week intervals)	No	We are always well fed. Food present at all noon conferences at RR, VA, SM locations. OV you purchase your lunch with meal points. Also for RR and SM we get $3,000 yearly for food. As for the VA we get $200 monthly to use via uber eats (Not sure if this will still be around when you all start). Also food at certain AM and after hour events, etc.	Best program if you are looking for balance of great culture, lifestyle, clinical rigor, prestige, research opportunities, and pristine weather.	0
UC San Diego (UCSD)	0	Traditional (with full day clinics)	3 (Hillcrest ~ community safety net hospital, Jacobs - fancy newly-built in La Jolla, VA)	EPIC	0	0	TRUE	0	0	0	0	Wards--at VA, q4 (long call/no call/nocall/short call/no call);     long until 6PM, short until 4PM.     Hillcrest q5 call	0	1 month	0	No	Yes, you must line up and wait to sign out in person. Short call ends at 4 pm at the VA and 5 pm at Hillcrest; long call ends at 6 pm at the VA and 7 pm at Hillcrest. If you get a late admit, you may stay 1-2 hours beyond those deadlines. If not, you may be able to sign out as early as at 5 pm.	0	0	4	At Jacobs, where you will spend the least amount of time (and virtually no time as an intern)	200 per month	0	0
UCSF	Yes, but only as the ICU senior reisdent	Traditional schedule intern year then 4+4 thereafter	VA, UCSF (tertiary referral), ZSFG (county hospital)	EPIC	6/21	0	0	0	0	0	0	Long/short call admitting	0	Y	0	Y	Signout 2pm - by 9pm depending on call cycle. Can be earlier than 2pm on weekend if tasks are done.	0	0	4 (including 1 wk of holidays)	0	0	0	0
UCSF Fresno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UC Riverside/St. Bernardine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHS So Cal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USC	Never	3+1 (your +1 is always either specialty clinics/resident clinic OR medicine procedure team week)	3 - LAC (County), Keck (private), Norris (private; cancer center). All in ONE location (so you don't drive to separate sites).	CERNER	June 25th orientation. Start July 1st	0	0	There are NPs/PAs but we rarely see them because they are in non-teaching services. Especially at LAC you run everything, no mid level is going to get in your way.	Basically not NY lmao. We don't draw our own labs and shit. However, half of your residency is spent at LA COUNTY Hospital so that has its own obstacles with getting timely imaging, labs, transportation, meds, etc	1 attending, 1 senior, 2 interns, 2-3 med students, 1 social worker	8	Drip	12-13 hours or 72 hours a week	Yes	Large program so lots of folks to get help with coverage from	Yes	Essentially every day and you sign out as a team (or the senior does) to the night float resident	Morning Report, Resident Grand Rounds, and Internal Medicine Grand Rounds   Every day during lunch via zoom, in-person didactics every other week on Thursdays or Fridays	0	4 weeks throughout all years and can stack them however you want. 7 sick days as well. Also, interns get 1 extra week of vacation at the end of June before starting second year. Caveat is that you don't get paid, but an extra week of vacation is so worth it. Historically the intern class travels somewhere like Mexico	Yes at USC-Keck Hospital	$28 (LAC) or $30 (Keck) per day for 7 days a week to use throughout the day. Resets at 2 am. Cafeteria is open from 7-8 pm then reopens from 11 pm - 2 am    Resident said you could eat all 3 meals at hospital if you wanted to	Recently got agreement to have weekends off during consult/elective blocks, so it's possible to have 5 golden weekends off in a row, even as an intern. Helps for wellness and/or pursuing research/other projects    3+1 schedule allows for guaranteed full weekend every single month. Also guaranteed average of 1 day off per week during the 3, giving you 5 days off per month, which is above the ACGME requirement of 4 days off per month which most academic residency programs abide by very strictly. Also large residency class makes it very easy to get consecutive days off if you need to go to a wedding or something. Also we are one of the highest paid residency programs now because of our union. LA can be very expensive so it was long overdue. I would strongly recommend factoring in whether a program has a union if you're planning on living in a city/high COL area. Oh and 55 person size.    Was told you spend 70% of time at LA General.	0
HCA HealthONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkview	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saint Joseph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U Colorado	0	4+4	University Hospital, Denver Health, VA	EPIC	0	0	FALSE	0	Good, residents are never expected to draw blood or transport patients	0	0	Drip	0	Yess	0	Y	6am-5pm, everyone stays till signout	5 hrs/week	0	4 weeks	0	Free lunch M-F + money loaded on card	0	0
Bridgeport Yale	Yes, 2/year as PGY-1. 4-6/year as PGY2-3	4-6 +2	Bridgeport Hospital, Yale New Haven Hospital	EPIC	0	0	0	0	Great - no scutwork for residents	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Danbury	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greenwich Yale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Griffin	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Norwalk Yale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quinnipiac U St. Vincent's	0	0	0	EPIC	0	0	0	Mainly on specialties, in ICU but on separate team from teaching team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St. Mary's Waterbury	0	0	0	EPIC	0	0	0	On specialties, none on wards or ICU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stamford Columbia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UConn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UConn New Britain	Eliminated this year	Traditional	UConn, HCC, 2 clinic sites (1 underserved, 1 more affluent)	EPIC	0	0	0	0	0	0	They have a transition block where you are capped at 5 on floors before getting a 10-patient cap in your second block	0	0	0	0	0	0	0	0	0	0	0	0	0
Yale	q4 at the VA to be elimiated this year, no 28h call in any of the PGY years	6+2	3 (Yale-York street and St. Raphael's campus) and the VA	EPIC	1 week orientation, mid June	H1B	FALSE	separate non-teaching APP teams that take extra patients when teams capped	0	usually 1 JAR/SAR to 2 interns but can depend on service	7 to10 on the floor, 5 in the MICU	Varies to long/short, drip, all Q4 eliminated for 2024 and on	usually 7-7	on most rotations	jeaopardy pool of 3-4 interns and 3-4 residents	Y	No- intern leaves when work done one resident will stay till sign out	Morning report and noon conference daily M-F	A lot - 4-6 weeks as an intern, 6 as R2, 8-10 as R3. Additional subspecialty inpatient rotations interspersed.	4 + a holiday off	, lot	Lunch provided M-F, meal card allowance based on nights worked	Multiple pathways, great for people interested in Global Health, very supportive PD, very supportive of IMG, resident-parents, high emphasis on wellness	0
Yale Primary Care	0	0	0	EPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yale Waterbury	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bayhealth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKMC at Thomas Jefferson U Christiana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
George Washington	0	4+1	main hospital + NIH + VA	EPIC	0	0	TRUE	Have a seperate team	0	0	8	Drip. q6 long drip (other 5 days stop admitting earlier, one team admits till signout)	0	Yes	0	yes	1 person stays till 6pm signout	Academic Half Day 1x/week	0	4 weeks PTO including 1 guaranteed holiday week if desired, 7 paid sick days	0	Daily lunch during clinic, cafeteria stipend	0	$65,312
Howard	No	Traditional	main + VA + a care home + commnity physicians clinics for out patient rotations		0	J1	TRUE	0	0	0	10	0	0	Yes	0	0	0	0	1 per year in PGY2 and PGY3	3 weeks + sick leaves	yes	200 dollar meal card per month	0	very low
MedStar Georgetown U	N	4+2+2	MGUH + VHC + VA	EPIC	0	J1	0	Minimal	0	Usually 1 senior 1 intern or 1 senior 2 interns	0	Each resident on special admitting team q7, from 7am-7pm	6-5, q4 call until 10	Y	0	Y	Typically	0	0	4 weeks + holiday	University gym	Sandwiches/salads/snacks in resident lounge daily, occasional noon conference catered food	0	0
MedStar Washington Hospital Ctr	ICU only with 2 days off after	Traditional	WHC	CERNER	0	J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AdventHealth Florida (Tampa)	0	0	0	0	0	J1_H1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AdventHealth Orlando	0	Traditional	0	EPIC	0	J1_H1B	0	0	0	0	0	0	0	0	0	Y	0	0	0	0	0	0	0	0
AdventHealth Sebring	0	0	0	0	0	J1_H1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baptist Health	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Broward	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Broward North	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cleveland Clinic FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Florida Atlantic U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Florida International U	0	4+2	Miama Va, Jackson hospital,	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSU Cape Coral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSU Sarasota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSU Tallahassee	No 24+h call	4+1	Tallahasee Memorial Hospital	CERNER	Mid June	ACCEPTS_VISA	0	High involvement on ICU, Consult Services. None on wards	Nursing isnt great. Phlebotomy, Transport is adequate.	1 Senior: 2 Interns	10, Rarely hit this number	Drip	7AM to 5PM, 1 day off. Determined by Senior	Yes,	0	Y	Only stay til sign out on call days. Q4 days for interns Q2 days for seniors.	AM Report, Noon Conference Every week day	Unsure 3 Months?	4 weeks Vacation	No, You do get access to a gym off site that is associted with hospital.	Unlimitted access to doctors lounge (has breakfast, and lunch, no snacks). $125 for Hospital cafeteria.	Toxic Program but perks of hospital are very nice. Program Director needs to leave and this program could shine.	0
HCA Aventura	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA JFK U Miami	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA Kendall	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA Mercer Orange Park	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA USF Bayonet Point	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA USF Blake	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA USF Brandon	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA USF Citrus	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA USF Largo	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCA Lawnwood	0	0	0	MEDITECH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
