Quinnipiac U St. Vincent's	0	0
St. Mary's Waterbury	0	0
Stamford Columbia	IN_PERSON	0
UConn	0	0
UConn New Britain	0	0
Yale	0	0
Yale Primary Care	0	0
Yale Waterbury	0	0
Bayhealth	0	0
SKMC at Thomas Jefferson U Christiana	BOTH	0
George Washington	0	0
Howard	IN_PERSON	0
MedStar Georgetown U	0	0
MedStar Washington Hospital Ctr	0	0
AdventHealth Florida (Tampa)	0	0
AdventHealth Orlando	0	0
AdventHealth Sebring	0	0
Baptist Health	0	0
Broward	0	0
Broward North	IN_PERSON	0
Cleveland Clinic FL	0	0
Florida Atlantic U	0	0
Florida International U	0	0
FSU Cape Coral	0	0
FSU Sarasota	IN_PERSON	0
FSU Tallahassee	0	0
HCA Aventura	0	0
HCA JFK U Miami	0	0
HCA Kendall	0	0
HCA Mercer Orange Park	0	0
HCA USF Bayonet Point	0	0
HCA USF Blake	0	0
HCA USF Brandon	0	0
HCA USF Citrus	0	0
HCA USF Largo	0	0
HCA Lawnwood	0	0
HCA USF Trinity	0	0
HCA USF Northside	0	0
HCA USF Oak Hill	0	0
HCA Westside-Northwest	0	0
Lakeland Regional	IN_PERSON	0
Larkin	0	0
Larkin Palm Springs	0	0
Manatee	BOTH	0
Mayo Jacksonville	IN_PERSON	0
Memorial Healthcare	IN_PERSON	0
Mount Sinai Florida	0	0
NCH Healthcare	0	0
Orlando Health	0	0
Palmetto	0	0
UCF HCA Gainesville	BOTH	post-program rank list
UCF HCA Greater Orlando	0	0
UCF HCA Ocala	0	0
UCF HCA Pensacola	0	0
U Florida	0	0
U Florida Pensacola	0	0
U Florida Jacksonville	0	0
U Miami Jackson	0	0
U Miami Holy Cross	0	0
U South Florida	0	0
Wellington Regional	0	0
Augusta U/U Georgia	IN_PERSON	0
AdventHealth Redmond	0	0
Archbold Med Ctr	0	0
Atrium Navicent Mercer U	0	0
Eisenhower Army Med Ctr	0	0
Emory	IN_PERSON	none, post-program rank list submission
Hamilton	0	0
HCA Mercer Memorial Health U Med Ctr	0	0
Med College of Georgia	0	0
Morehouse	0	0
Northeast Georgia Med Ctr (NGMC)	0	0
Northside Gwinnett	0	0
Piedmont Athens	0	0
Piedmont Macon	IN_PERSON	0
South Georgia Med Ctr	IN_PERSON	0
St. Francis Emory	0	0
Wellstar Atlanta	0	0
WellStar Kennestone	IN_PERSON	0
Wellstar Spalding	0	0
Kaiser Hawaii	0	0
Tripler Army Med Ctr	0	0
U Hawaii	0	0
U Hawaii Primary Care NEW	0	0
HCA Eastern Idaho Regional Med Ctr	0	0
U Washington Boise	0	0
Advocate Christ	0	0
Advocate Lutheran	0	0
Advocate Masonic	0	0
Ascension St. Francis	0	0
Ascension St. Joseph	0	0
Carle	0	0
CMS/RFUMS McHenry	0	0
CMS/RFUMS North Chicago	0	0
Cook County	0	0
Franciscan Health Olympia Fields	0	0
Insight Chicago	0	0
Loyola	0	0
Loyola MacNeal	0	0
Mercyhealth Rockford	0	0
Mount Sinai Chicago	0	0
Northwestern	0	0
Riverside Med Ctr	0	0
Rush	0	0
Southern Illinois U	0	0
Swedish Covenant	0	0
U Chicago	IN_PERSON	Post program ROL submission
U Chicago Northshore	0	0
U Illinois Chicago (UIC)	0	0
U Illinois Peoria	0	0
Weiss	0	0
Ascension St. Vincent	0	0
Indiana U	0	0
Indiana U Ball Memorial	0	0
Indiana U Southwest	0	0
Parkview	0	0
MercyOne Des Moines	0	0
MercyOne North Iowa	0	0
U Iowa	0	0
U Iowa Des Moines	0	0
HCA Kansas City	0	0
U Kansas	0	0
U Kansas Wichita	0	0
Appalachian Osteopathic Lake Cumberland	0	0
Appalachian Regional	0	0
U Kentucky	0	0
U Kentucky Bowling Green	0	0
U Louisville	0	0
Baton Rouge General	0	0
Chabert Medical Ctr	0	0
LSU Baton Rouge	0	0
LSU New Orleans	IN_PERSON	0
LSU Shreveport	0	0
LSU Lafayette	0	0
Ochsner	0	0
St. Francis Med Ctr	0	0
Tulane	IN_PERSON	<<<is anyone aware whether this is pre or post program ROL submission??
Willis-Knighton	IN_PERSON	0
Maine Med Ctr	0	0
Anne Arundel	0	0
Greater Baltimore Med Ctr (GBMC)	0	0
Johns Hopkins (Osler)	BOTH	Post ROL submission
Johns Hopkins Bayview	0	0
Kaiser Mid-Atlantic States	0	0
MedStar Baltimore	0	0
National Capital	0	0
Sinai Baltimore	0	0
St. Agnes	0	0
TidalHealth	0	0
U Maryland	0	0
U Maryland Midtown	0	0
U Maryland Prince George	0	0
Berkshire	0	0
Beth Israel Deaconess (BIDMC)	0	0
Boston U	0	0
Brigham & Women's	0	0
Cambridge Health Alliance	0	0
Lahey	0	0
Massachusetts General Hospital (MGH)	0	0
MetroWest	0	0
Mount Auburn	0	0
Salem	0	0
St. Elizabeth's	0	0
St. Vincent	0	0
Steward Carney	0	0
Tufts	BOTH	pre-rank list (only with chief residents, no bearing on rank)
UMass	IN_PERSON	No, post-program rank list submission
UMass Baystate	IN_PERSON	No, post-program rank list
Ascension Genesys	0	0
Ascension Macomb Oakland	0	0
Ascension Providence	IN_PERSON	0
Ascension St. John	0	0
Beaumont Dearborn	0	0
Beaumont Farmington Hills	0	0
Beaumont Royal Oak	0	0
Beaumont Trenton	0	0
Central Michigan U	IN_PERSON	0
DMC Sinai-Grace	0	0
DMC/Huron Valley-Sinai	0	0
DMC/Wayne State U	0	0
Garden City	0	0
Henry Ford (Detroit)	0	0
Henry Ford Allegiance	0	0
Henry Ford Macomb	0	0
Hurley MSU	0	0
Lakeland Health	0	0
McLaren Flint	0	0
McLaren Greater Lansing	0	0
McLaren Macomb	0	0
McLaren Oakland	0	0
Sparrow MSU	0	0
Spectrum Lakeland	0	0
Spectrum MSU	BOTH	0
St Joseph Mercy Oakland	0	0
Trinity Ann Arbor	0	0
Trinity Grand Rapids	0	0
Trinity Livonia	0	0
Trinity Muskegon	0	0
U Michigan	0	0
U Michigan West	0	0
Wayne State U	0	0
Western Michigan U	0	0
Abbott Northwestern	0	0
Hennepin	0	0
Mayo	IN_PERSON	post ROL submission
U Minnesota	0	0
Baptist Memorial Columbus	0	0
Baptist Memorial Oxford	0	0
Health Education Services	0	0
Keesler	0	0
Magnolia Regional	0	0
Memorial Hospital Gulfport	0	0
North Mississippi	0	0
U Mississippi	0	0
Kansas City U Freeman	0	0
Mercy (St. Louis)	0	0
SSM St Mary's	0	0
St. Louis U	0	0
St. Luke's	0	0
Still OPTI	0	0
U Missouri	0	0
U Missouri Kansas City	0	0
Wash U	VIRTUAL	No bearing
Billings Clinic	0	0
Creighton	0	0
U Nebraska	0	0
Dignity St. Rose Dominican	0	0
HCA Sunrise Health	0	0
OPTI Valley Las Vegas	0	0
U Nevada Las Vegas (UNLV)	0	0
U Nevada Reno	0	0
Valley Health System NEW	0	0
Dartmouth-Hitchcock Med Ctr	IN_PERSON	Post ROL submission
HCA Tufts Portsmouth	0	0
Atlantic Health Morristown	0	0
Atlantic Health Overlook	0	0
AtlantiCare	0	0
Capital Health	0	0
CarePoint Bayonne	0	0
Cooper Med School Rowan U	0	0
Hackensack Englewood	0	0
Hackensack Mountainside	0	0
Hackensack Palisades	0	0
Hackensack U Med Ctr	0	0
Hoboken U Med Ctr	0	0
Inspira Mullica Hill	IN_PERSON	0
Inspira Vineland	0	0
Jefferson Health NJ	0	0
Jersey Shore U Med Ctr	0	0
JFK Raritan Bay	0	0
Newark Beth Israel	0	0
NYMC St. Mary and St. Clare	0	0
NYMC at St Michael's	0	0
Ocean U Med Ctr	0	0
Rowan/Jefferson/Virtua Our Lady of Lourdes	IN_PERSON	Pre-, but explicitly states ranking will not be affected by attendance
Rutgers Community Med Ctr	0	0
Rutgers Cooperman Barnabas	0	0
Rutgers Jersey City	0	0
Rutgers Monmouth	0	0
Rutgers NJMS	0	0
Rutgers Newark Beth Israel	0	0
Rutgers Robert Wood Johnson	0	0
Rutgers Trinitas	0	0
Saint Peter's U/Rutgers	0	0
St. Joseph's Paterson	0	0
U New Mexico	0	0
Mountain View	0	0
Albany Med Ctr	0	0
Arnot Ogden	0	0
Bassett	0	0
BronxCare	0	0
Brookdale	0	0
Brooklyn Hospital	0	0
Cayuga Med Ctr	0	0
Columbia	0	0
Coney Island	0	0
Cornell	0	0
Family Health Ctrs at NYU	0	0
Flushing	0	0
Garnet	0	0
Harlem Hospital	0	0
Interfaith	0	0
Jacobi AECOM	0	0
Jacobi North Central Bronx	0	0
Jamaica	0	0
Lincoln	0	0
Long Island Community Hospital	0	0
Maimonides	0	0
Montefiore Moses and Weiler	0	0
Montefiore New Rochelle	0	0
Montefiore St. Luke's Cornwall	0	0
Montefiore Wakefield	0	0
Mount Sinai	IN_PERSON	after program rank list submission; where did you hear about the second look? They didn't mention during my interview. Also interested in knowing !!! +2 <they mentioned one on my interview day and i wrote it in my notes
Mount Sinai Elmhurst	0	0
Mount Sinai Morningside/West	0	0
Mount Sinai Queens	0	0
Mount Sinai South Nassau	0	0
Nassau U Medical Ctr	0	0
New York Medical College	0	0
New York Presbyterian Brooklyn Methodist	0	0
New York Presbyterian Queens	0	0
Northwell (Long Island Jewish Med Ctr)	0	0
Northwell Forest Hills	0	0
Northwell Lenox Hill	0	0
Northwell Mather	IN_PERSON	0
Northwell South Shore	IN_PERSON	0
Northwell Staten Island UH	0	0
Nuvance	0	0
NYU Grossman	IN_PERSON	0
NYU Long Island	0	0
Richmond U Med Ctr Staten Island	0	0
Rochester General	0	0
Rochester Regional Unity	0	0
Samaritan Med Ctr	0	0
St. Barnabas	0	0
St. John's Episcopal	0	0
St. John's Riverside	0	0
Stony Brook	0	0
Stony Brook Southampton	IN_PERSON	0
SUNY Downstate	0	0
SUNY Downstate Primary Care	0	0
SUNY Upstate	0	0
U Buffalo	0	0
U Buffalo Sisters of Charity	0	0
United Health Services	0	0
U Rochester	IN_PERSON	Explicitly stated their rank list will be locked beforehand
Westchester Med Ctr	0	0
Woodhull	0	0
Wyckoff Heights	0	0
Campbell U Cape Fear	0	0
Campbell U Harnett	0	0
Campbell U Southeastern	0	0
Carolinas Med Ctr	BOTH	0
Cone Health	0	0
Duke	0	0
East Carolina U	0	0
Mountain Area (MAHEC)	0	0
Novant Health New Hanover	0	0
U North Carolina (UNC)	IN_PERSON	none/post
UNC Health Blue Ridge	0	0
Wake Forest	IN_PERSON	none/post
WakeMed	0	0
Womack Army Med Ctr	0	0
U North Dakota	0	0
Adena Regional	0	0
Akron General/NEOMED	0	0
Canton/NEOMED	0	0
Case Western Reserve U MetroHealth	0	0
Case Western Reserve U Hospitals	0	0
Christ Hospital	0	0
Cleveland Clinic	0	0
CCF Fairview	0	0
CCF South Pointe	0	0
Doctors Hospital OhioHealth	0	0
East Liverpool City	0	0
Fairfield	0	0
Jewish Hospital Cincinnati	0	0
Kettering Kettering	0	0
Kettering Grandview	0	0
Mercy St. Rita's	0	0
Mercy St. Vincent	0	0
Mount Carmel	0	0
Ohio State U (OSU)	0	0
Riverside Methodist OhioHealth	IN_PERSON	0
St. Elizabeth Youngstown/NEOMED	0	0
Summa Health/NEOMED	0	0
TriHealth (Good Samaritan)	0	0
Trinity Health System	0	0
U Cincinnati	0	0
U Toledo	0	0
University Hospitals (Parma)	IN_PERSON	Post program rank list submission
University Hospitals (Richmond)	0	0
University Hospitals (Westlake)	0	0
Western Reserve Hospital (Cuyahoga Falls)	0	0
Western Reserve/NEOMED (Warren)	0	0
Wright State	0	0
Oklahoma State University - Tulsa	0	0
Oklahoma State University - Stillwater	0	0
OMECO - Northeastern Health Tahlequah	0	0
OUHSC - OKC	0	0
OU - Tulsa	0	0
Legacy Health	IN_PERSON	0
OHSU	0	0
OHSU Hillsboro	0	0
Providence St. Vincent	0	0
Providence Med Ctr	0	0
Samaritan Corvallis	0	0
Abington	0	0
Albert Einstein (Philly)	0	0
Albert Einstein Montgomery	0	0
Allegheny	0	0
Conemaugh	0	0
Crozer-Chester	0	0
Geisinger Danville	0	0
Geisinger Wilkes-Barre	IN_PERSON	0
Jefferson Health Northeast	0	0
Lehigh Valley	IN_PERSON	pre-program rank list
Lankenau	0	0
Mercy Catholic	0	0
Nazareth	0	0
Penn State	0	0
Pennsylvania Hospital	0	0
Philadelphia COM	0	0
Robert Packer/Guthrie	0	0
SKMC at Thomas Jefferson U TJUH	0	0
St Luke's	0	0
St. Luke's - Anderson	0	0
St. Luke's Easton	0	0
St. Mary Med Ctr	0	0
Suburban Community	0	0
Suburban Comm Lower Bucks	0	0
Temple	0	0
Tower Health	IN_PERSON	0
Tower Health Phoenixville	0	0
U Penn	0	0
U Pittsburgh Med Ctr (UPMC)	0	0
UPMC Harrisburg	0	0
UPMC Lititz	0	0
UPMC McKeesport	0	0
UPMC Mercy	0	0
Wellspan York	IN_PERSON	pre-rank list submission
Wright Ctr GME	0	0
Damas Hospital	0	0
Hospital de la Concepcion	0	0
Hospital Episcopal San Lucas	0	0
Mayaguez Med Ctr	0	0
San Juan City Hospital	0	0
U Central del Caribe	0	0
U Puerto Rico	0	0
VA Caribbean	0	0
Brown	0	0
Kent Brown	IN_PERSON	0
NYMC Landmark	0	0
Roger Williams	0	0
HCA Mercer Grand Strand	0	0
HCA Mercer Trident	0	0
Med U South Carolina	0	0
Prisma USC Columbia	0	0
Prisma USC Greenville	BOTH	0
U South Dakota	0	0
East Tennessee State U	0	0
HCA TriStar	0	0
Meharry	0	0
Methodist Memphis	0	0
U Tennessee	IN_PERSON	0
U Tennessee Chattanooga	0	0
U Tennessee Knoxville	0	0
U Tennessee Nashville	IN_PERSON	none (done post-rank list submission), optional, email PC if interested
Vanderbilt	IN_PERSON	none (done post-rank list submission), optional
Baptist Hospitals SETX	0	0
Baylor	0	0
Baylor All Saints (Fort Worth)	IN_PERSON	None
Baylor Scott and White	IN_PERSON	None
Baylor U Med Ctr (Dallas)	IN_PERSON	None (per APD)
Christus Health	0	0
HCA Arlington NEW	0	0
HCA Corpus Christi	0	0
HCA Houston Clear Lake NEW	0	0
HCA Kingwood	0	0
HCA Las Palmas	IN_PERSON	0
HCA Medical City Fort Worth	0	0
HCA Medical City UNT-TCU	0	0
HCA Medical City Weatherford	0	0
HES Tennova Health NEW	0	0
Methodist Dallas	0	0
Methodist Houston	IN_PERSON	Unclear <<no impact as per PC/PD & thalamus
Methodist Woodlands	0	0
San Antonio Uniformed Serv Health Ed	0	0
Texas A&M Scott and White Temple	0	0
Texas Health Resources (Bedford/Denton)	0	0
Texas Health Resources (Dallas)	0	0
Texas Health Resources Harris Fort Worth	IN_PERSON	0
Texas Health Plano NEW	0	0
Texas Tech Amarillo	0	0
Texas Tech El Paso	0	0
Texas Tech Lubbock	0	0
Texas Tech Permian Basin	0	0
Texas Tech Transmountain	0	0
TIGMER	0	0
TIGMER Laredo	0	0
U Texas Austin (Dell)	0	0
U Texas Houston	IN_PERSON	None per PD
U Texas Medical Branch	0	0
U Texas RGV (DHR)	0	0
U Texas RGV (Knapp)	0	0
U Texas RGV (VBMC)	0	0
U Texas San Antonio	0	0
U Texas Tyler	0	0
U Texas Southwestern (UTSW)	IN_PERSON	No bearing on ROL
William Beaumont Army Med Ctr	0	0
U Utah	0	0
U Vermont	0	0
Augusta Health, Inc NEW	IN_PERSON	none per PD
Carilion Virginia Tech	IN_PERSON	post
Eastern Virginia Med School	0	0
HCA LewisGale	0	0
HCA LewisGale Montgomery	0	0
Inova Fairfax	0	0
Johnston Memorial	0	0
Mary Washington	IN_PERSON	Post
Naval Med Ctr Portsmouth	0	0
Riverside Health System NEW	0	0
Sovah Health Danville	0	0
U Virginia	IN_PERSON	Post
Virginia Commonwealth U	0	0
Wellmont Norton	0	0
Legacy Salmon Creek	IN_PERSON	0
Madigan Army Med Ctr	0	0
Skagit	0	0
Spokane Teaching Health Ctr	IN_PERSON	0
Trios Health	0	0
U Washington	0	0
Virginia Mason	0	0
Virginia Mason St. Joseph's	0	0
Washington State U	0	0
Charleston Area Med Ctr	0	0
Marshall U	0	0
West Virginia U	0	0
West Virginia U Camden-Clark	0	0
Aurora	0	0
Gundersen	0	0
Marshfield	0	0
Med College Wisconsin	IN_PERSON	0
U Wisconsin	0	0
